timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 07:37:57, 71, 71, 56, 22, 25, 48, 54, 31.08
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 07:56:43, 75, 75, 56, 22, 28, 48, 54, 31.08
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 08:38:00, 75, 75, 56, 22, 28, 48, 54, 31.08
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 08:56:45, 79, 79, 54, 23, 33, 49, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 09:38:02, 79, 79, 54, 23, 33, 49, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 09:56:48, 79, 79, 54, 23, 33, 49, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 10:38:05, 85, 85, 54, 23, 36, 49, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 10:56:50, 85, 85, 54, 23, 36, 49, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 11:38:07, 85, 85, 54, 23, 36, 49, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 11:56:53, 85, 85, 54, 23, 36, 49, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 12:38:10, 85, 85, 53, 23, 36, 49, 55, 29.62
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 12:56:56, 85, 85, 53, 23, 36, 49, 55, 29.62
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 13:38:12, 85, 85, 53, 23, 36, 49, 55, 29.62
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 13:56:58, 85, 85, 53, 23, 36, 49, 55, 29.62
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 14:38:15, 85, 85, 53, 23, 36, 49, 55, 27.15
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 14:57:00, 85, 85, 53, 23, 36, 49, 55, 27.15
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 15:38:17, 85, 85, 53, 23, 36, 49, 55, 27.15
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 15:57:03, 85, 85, 53, 23, 36, 49, 55, 27.15
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 16:38:20, 85, 85, 53, 23, 36, 49, 55, 27.15
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 16:57:05, 85, 85, 53, 23, 36, 49, 55, 27.15
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 17:38:22, 85, 85, 53, 23, 36, 49, 55, 27.15
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 17:57:07, 85, 85, 55, 23, 36, 49, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 18:38:25, 85, 85, 55, 23, 36, 49, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 18:57:10, 85, 85, 55, 23, 36, 49, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 19:38:28, 85, 85, 55, 23, 36, 49, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 19:57:12, 85, 85, 55, 23, 36, 49, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 20:38:30, 85, 85, 55, 23, 36, 49, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 20:57:14, 85, 85, 55, 23, 36, 49, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 21:38:32, 85, 85, 68, 23, 36, 49, 55, 23.85
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 21:57:17, 85, 85, 68, 23, 36, 49, 55, 23.85
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 22:38:35, 85, 85, 68, 23, 36, 49, 55, 23.85
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 22:57:19, 85, 85, 68, 23, 36, 49, 55, 23.85
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 23:38:38, 85, 85, 68, 23, 36, 49, 55, 23.85
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 23:57:22, 85, 85, 77, 23, 36, 49, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 00:38:40, 85, 85, 77, 23, 36, 49, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 00:57:24, 85, 85, 77, 23, 36, 49, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 01:38:43, 85, 85, 77, 23, 36, 49, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 01:57:27, 85, 85, 77, 23, 36, 49, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 02:38:45, 85, 85, 77, 23, 36, 49, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 02:57:29, 85, 85, 77, 23, 36, 49, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 03:38:47, 85, 85, 65, 23, 36, 49, 55, 26.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 03:57:32, 85, 85, 65, 23, 36, 49, 55, 26.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 04:38:50, 85, 85, 65, 23, 36, 49, 55, 26.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 04:57:34, 85, 85, 65, 23, 36, 49, 55, 26.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 05:38:52, 85, 85, 65, 23, 36, 49, 55, 26.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 05:57:36, 67, 65, 59, 23, 36, 59, 67, 31.49
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 06:38:55, 71, 71, 59, 23, 34, 60, 67, 31.49
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 06:57:39, 71, 71, 59, 23, 34, 60, 67, 31.49
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 07:38:57, 71, 71, 59, 23, 34, 60, 67, 31.49
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 07:57:41, 71, 71, 59, 23, 34, 60, 67, 31.49
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 08:38:59, 77, 77, 43, 23, 33, 59, 67, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 08:57:44, 77, 77, 43, 23, 33, 59, 67, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 09:39:02, 77, 77, 43, 23, 33, 59, 67, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 09:57:46, 77, 77, 43, 23, 33, 59, 67, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 10:39:04, 85, 85, 43, 23, 30, 59, 67, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 10:57:48, 89, 89, 43, 23, 30, 59, 67, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 11:39:06, 89, 89, 43, 23, 30, 59, 67, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 11:57:51, 91, 91, 46, 23, 29, 59, 67, 30.73
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 12:39:09, 95, 95, 46, 24, 28, 59, 67, 30.73
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 12:57:53, 95, 95, 46, 24, 28, 59, 67, 30.73
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 13:39:11, 95, 95, 46, 24, 28, 59, 67, 30.73
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 13:57:55, 95, 95, 46, 24, 28, 59, 67, 30.73
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 14:39:13, 95, 95, 44, 24, 28, 59, 67, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 14:57:58, 95, 95, 44, 24, 28, 59, 67, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 15:39:16, 95, 95, 44, 24, 28, 59, 67, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 15:58:01, 95, 95, 44, 24, 28, 59, 67, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 16:39:18, 95, 95, 44, 24, 28, 59, 67, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 16:58:08, 95, 95, 44, 24, 28, 59, 67, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 17:39:21, 95, 95, 50, 24, 28, 59, 67, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 17:58:10, 95, 95, 50, 24, 28, 59, 67, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 18:39:23, 95, 95, 50, 24, 28, 59, 67, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 18:58:13, 95, 95, 50, 24, 28, 59, 67, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 19:39:26, 95, 95, 50, 24, 28, 59, 67, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 19:58:15, 95, 95, 50, 24, 28, 59, 67, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 20:39:28, 95, 95, 50, 24, 28, 59, 67, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 20:58:18, 95, 95, 50, 24, 28, 59, 67, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 21:39:30, 95, 95, 53, 24, 28, 59, 67, 24.8
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 21:58:20, 95, 95, 53, 24, 28, 59, 67, 24.8
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 22:39:33, 95, 95, 53, 24, 28, 59, 67, 24.8
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 22:58:23, 95, 95, 53, 24, 28, 59, 67, 24.8
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 23:39:35, 95, 95, 60, 24, 28, 59, 67, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 23:58:25, 95, 95, 60, 24, 28, 59, 67, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 00:39:38, 95, 95, 60, 24, 28, 59, 67, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 00:58:28, 95, 95, 60, 24, 28, 59, 67, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 01:39:40, 95, 95, 60, 24, 28, 59, 67, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 01:58:30, 95, 95, 60, 24, 28, 59, 67, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 02:39:42, 95, 95, 60, 24, 28, 59, 67, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 02:58:33, 95, 95, 57, 24, 28, 59, 67, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 03:39:45, 95, 95, 57, 24, 28, 59, 67, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 03:58:35, 95, 95, 57, 24, 28, 59, 67, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 04:39:47, 95, 95, 57, 24, 28, 59, 67, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 04:58:38, 95, 95, 57, 24, 28, 59, 67, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 05:39:50, 95, 95, 57, 24, 28, 59, 67, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 05:58:40, 95, 95, 57, 24, 28, 59, 67, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 06:39:52, 60, 56, 51, 27, 28, 54, 60, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 06:58:43, 60, 56, 51, 27, 28, 54, 60, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 07:39:55, 61, 61, 51, 27, 30, 54, 60, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 07:58:45, 61, 61, 51, 27, 30, 54, 60, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 08:39:58, 61, 61, 51, 27, 30, 54, 60, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 08:58:48, 65, 65, 46, 27, 31, 54, 60, 32.52
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 09:40:00, 65, 65, 46, 27, 31, 54, 60, 32.52
