timestamp, aqi, co, h, no2, o3, pm10, pm25, t
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 02:37:43, 61, 61, 62, 18, 20, 58, 55, 25.79
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 02:56:31, 61, 61, 75, 18, 20, 58, 55, 26.41
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 03:37:47, 61, 61, 75, 18, 20, 58, 55, 26.41
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 03:56:33, 61, 61, 75, 18, 20, 58, 55, 26.41
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 04:37:49, 61, 61, 75, 18, 20, 58, 55, 26.41
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 04:56:36, 61, 61, 75, 18, 20, 58, 55, 26.41
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 05:37:52, 61, 61, 75, 18, 20, 58, 55, 26.41
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 05:56:39, 61, 61, 75, 18, 20, 58, 55, 26.41
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 06:37:54, 67, 67, 56, 19, 23, 58, 55, 31.08
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 06:56:41, 67, 67, 56, 19, 23, 58, 55, 31.08
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 07:37:58, 67, 67, 56, 19, 23, 58, 55, 31.08
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 07:56:43, 65, 65, 56, 19, 23, 58, 55, 31.08
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 08:38:00, 65, 65, 56, 19, 23, 58, 55, 31.08
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 08:56:46, 66, 66, 54, 19, 24, 58, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 09:38:03, 66, 66, 54, 19, 24, 58, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 09:56:48, 66, 66, 54, 19, 24, 58, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 10:38:05, 61, 61, 54, 19, 22, 58, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 10:56:51, 61, 61, 54, 19, 22, 58, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 11:38:08, 61, 61, 54, 19, 22, 58, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 11:56:54, 61, 61, 54, 19, 22, 58, 55, 31.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 12:38:10, 61, 61, 53, 19, 22, 58, 55, 29.62
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 12:56:56, 61, 61, 53, 19, 22, 58, 55, 29.62
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 13:38:13, 61, 61, 53, 19, 22, 58, 55, 29.62
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 13:56:59, 61, 61, 53, 19, 22, 58, 55, 29.62
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 14:38:15, 61, 61, 53, 19, 22, 58, 55, 27.15
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 14:57:01, 61, 61, 53, 19, 22, 58, 55, 27.15
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 15:38:18, 61, 61, 53, 19, 22, 58, 55, 27.15
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 15:57:03, 61, 61, 53, 19, 22, 58, 55, 27.15
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 16:38:20, 61, 61, 53, 19, 22, 58, 55, 27.15
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 16:57:06, 61, 61, 53, 19, 22, 58, 55, 27.15
