timestamp, aqi, co, h, no2, o3, pm10, pm25, t
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-13 13:23:53, 121, 14, 38, 23, 106, 121, 33, 26.01
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-13 14:23:56, 121, 14, 38, 23, 106, 121, 33, 26.01
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-13 15:23:58, 121, 14, 54, 23, 106, 121, 33, 21.72
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-13 16:24:00, 121, 14, 70, 23, 106, 121, 33, 17.43
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-13 17:24:03, 121, 14, 70, 23, 106, 121, 33, 17.43
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-13 18:24:06, 121, 14, 81, 23, 106, 121, 33, 14.41
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-13 19:24:08, 121, 14, 81, 23, 106, 121, 33, 14.41
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-13 20:24:11, 121, 14, 81, 23, 106, 121, 33, 14.41
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-13 21:24:13, 121, 14, 88, 23, 106, 121, 33, 12.52
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-13 22:24:16, 121, 14, 88, 23, 106, 121, 33, 12.52
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-13 23:24:18, 121, 14, 84, 23, 106, 121, 33, 10.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 00:24:21, 121, 14, 84, 23, 106, 121, 33, 10.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 01:24:23, 121, 14, 84, 23, 106, 121, 33, 10.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 02:24:26, 121, 14, 84, 23, 106, 121, 33, 10.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 03:24:28, 121, 14, 84, 23, 106, 121, 33, 10.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 04:24:30, 125, 25, 78, 27, 34, 125, 41, 18.59
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 05:24:33, 127, 25, 45, 27, 44, 127, 42, 27.43
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 06:24:35, 126, 25, 45, 27, 58, 126, 42, 27.43
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 07:24:38, 126, 25, 45, 27, 58, 126, 42, 27.43
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 08:24:40, 125, 26, 45, 27, 74, 125, 41, 27.43
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 09:24:42, 122, 29, 35, 27, 104, 122, 41, 28.97
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 10:24:45, 126, 31, 35, 27, 126, 121, 40, 28.97
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 11:24:47, 126, 31, 35, 27, 126, 121, 40, 26.63
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 12:24:50, 146, 30, 35, 28, 146, 121, 40, 26.63
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 13:24:52, 158, 31, 35, 28, 158, 121, 39, 26.63
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 14:24:55, 151, 32, 35, 28, 151, 121, 39, 26.63
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 15:24:57, 151, 32, 69, 28, 151, 121, 39, 17.41
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 16:25:00, 151, 32, 69, 28, 151, 121, 39, 17.41
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 17:25:02, 151, 32, 82, 28, 151, 121, 39, 14.04
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 18:25:04, 151, 32, 82, 28, 151, 121, 39, 14.04
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 19:25:07, 151, 32, 82, 28, 151, 121, 39, 14.04
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 20:25:09, 151, 32, 82, 28, 151, 121, 39, 11.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 21:25:12, 151, 32, 82, 28, 151, 121, 39, 11.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 22:25:14, 151, 32, 82, 28, 151, 121, 39, 11.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-14 23:25:17, 151, 32, 81, 28, 151, 121, 39, 10.36
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 00:25:19, 151, 32, 81, 28, 151, 121, 39, 10.36
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 01:25:21, 151, 32, 81, 28, 151, 121, 39, 10.36
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 02:25:24, 151, 32, 70, 28, 151, 121, 39, 18.66
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 03:25:26, 151, 32, 70, 28, 151, 121, 39, 18.66
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 04:25:29, 151, 32, 70, 28, 151, 121, 39, 18.66
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 05:25:31, 151, 32, 42, 28, 151, 121, 39, 28.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 06:25:34, 151, 32, 42, 28, 151, 121, 39, 28.3
