timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 15:39:17, 54, 40, 44, 35, 24, 54, 49, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 15:58:07, 54, 40, 44, 35, 24, 54, 49, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 16:39:20, 54, 40, 44, 35, 24, 54, 49, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 16:58:09, 54, 40, 44, 35, 24, 54, 49, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 17:39:22, 54, 40, 50, 35, 24, 54, 49, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 17:58:12, 54, 40, 50, 35, 24, 54, 49, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 18:39:24, 54, 40, 50, 35, 24, 54, 49, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 18:58:14, 54, 40, 50, 35, 24, 54, 49, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 19:39:27, 54, 40, 50, 35, 24, 54, 49, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 19:58:16, 54, 40, 50, 35, 24, 54, 49, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 20:39:29, 54, 40, 50, 35, 24, 54, 49, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 20:58:19, 54, 40, 50, 35, 24, 54, 49, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 21:39:32, 54, 40, 53, 35, 24, 54, 49, 24.8
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 21:58:21, 54, 40, 53, 35, 24, 54, 49, 24.8
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 22:39:34, 54, 40, 53, 35, 24, 54, 49, 24.8
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 22:58:24, 54, 40, 53, 35, 24, 54, 49, 24.8
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 23:39:37, 54, 40, 60, 35, 24, 54, 49, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 23:58:27, 54, 40, 60, 35, 24, 54, 49, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 00:39:39, 54, 40, 60, 35, 24, 54, 49, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 00:58:29, 54, 40, 60, 35, 24, 54, 49, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 01:39:41, 54, 40, 60, 35, 24, 54, 49, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 01:58:31, 54, 40, 60, 35, 24, 54, 49, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 02:39:44, 54, 40, 60, 35, 24, 54, 49, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 02:58:34, 54, 40, 57, 35, 24, 54, 49, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 03:39:46, 54, 40, 57, 35, 24, 54, 49, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 03:58:37, 54, 40, 57, 35, 24, 54, 49, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 04:39:49, 54, 40, 57, 35, 24, 54, 49, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 04:58:39, 54, 40, 57, 35, 24, 54, 49, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 05:39:51, 54, 40, 57, 35, 24, 54, 49, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 05:58:42, 54, 40, 57, 35, 24, 54, 49, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 06:39:54, 96, 44, 51, 36, 24, 96, 93, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 06:58:44, 96, 44, 51, 36, 24, 96, 93, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 07:39:56, 97, 44, 51, 36, 42, 97, 94, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 07:58:47, 97, 44, 51, 36, 42, 97, 94, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
